X	Y
-3,7162281444632534	7,59521609254097
3,7440425027481874	4,3268912538717625
-4,168461215318591	6,9197039407504715
-4,239260733780425	7,846796326271788
-4,262250128518574	7,444909540615521
-4,230049729680562	7,816473968460212
3,2691334909375716	4,140084805778803
-4,190114755379765	8,299251476573616
-4,196425967204607	6,972858858747975
-4,27205582509599	8,079192665973803
2,8969762069558356	3,9049920537824327
-3,8206785248005226	7,492977873215267
3,4941474728897393	3,187219340370845
-3,967066636451333	2,453860650506621
2,721664814620623	3,2190665385820547
-3,722622974704776	7,616864785671206
-4,055727425554687	7,9157569158388315
3,9554727410086037	4,444626724943534
-4,643749744492024	2,7726683712561826
-4,228533447199015	1,7368994257170107
4,104881719807183	4,281238274016662
-3,96161068932576	2,361787580031788
3,1135599458928427	4,551500871448477
-5,018217757710411	7,4319369930621235
-4,071508611162919	3,0103772942578093
-4,344078027732547	2,7406191482603286
-4,209428486343185	2,598419871026769
-3,3594422799016	2,7239005264734324
3,5743984399833395	4,502096631299191
3,802935719888217	4,247352770389988
-4,551032658224336	7,607147960350092
3,4115181148909763	3,1324899575990157
2,9868530853609387	3,737227024385824
-4,152878630940125	7,133198484178964
-4,499248000485841	8,346372395109116
-5,129931300668198	2,756866996258902
3,0179220946439336	4,162510475765314
3,4596051041389884	3,2341467133322785
3,8596393031133713	3,851531407256605
3,1311620210687248	3,7623113571643794
3,3865442647358837	4,108112387818889
-3,658147731688235	7,7833396393534375
-4,902500496545249	2,9075322551852807
-3,3390684586646726	2,6667176634432974
2,4481109113697603	3,8152270964779524
-4,289062454943956	1,923310485057684
3,44811488790624	3,975038146553631
3,2050681837366346	4,005895573582042
-4,323002365274003	2,3337119302871216
-4,083388861565008	2,7042610126259374
4,349479914354381	3,9283242867988104
-4,521919628597763	2,3432930614453333
4,05534668529324	3,658036041858595
-4,309996132001229	7,5306047358472625
-4,643363554734675	3,3715033550746307
-4,297895014436619	3,4733021830953437
3,903182471900997	3,1006393085610373
-4,1450464778318645	2,2702895267076695
3,402520255702859	3,539631865692415
3,515947030655355	3,5034442705093234
-4,789528362222217	7,307886970979425
-3,8670618443112192	2,439638413597529
-3,6208099286300235	7,4744399568826685
-4,017108132426838	7,784446674329913
-3,686326144024286	2,7590952853022137
3,4514729956049033	4,193603783721247
-3,9032771063740346	7,901592065509145
-4,532269902080307	7,417109901995329
-4,231651614011343	2,490405776845842
-3,9558992418133654	3,3469928217353644
4,318595060601269	3,9657515847544245
-3,607014141450349	7,699243216836216
3,006051317797994	4,054524149000402
-4,1928127351825415	7,2713839783588075
3,601648775868013	3,460066180876862
4,142754984607744	3,5845094999373384
-4,749068731529321	2,249209351362945
-4,63818714615003	7,744843198132041
-4,6073945585898395	2,69371465612374
3,5511683648490417	3,6647631521914654
-4,950566013270478	2,410748343925811
3,3174514900596925	4,274574200423958
-4,556461328487457	2,879052952392102
-4,572941725932412	7,062891893493974
-4,184886738402938	2,11042546329059
3,5154298616469477	3,2965436184119223
3,588035689414059	3,65325066876491
-4,2162406120199645	2,0391587113720377
-4,318568880203121	8,422423449135808
3,203703196847141	3,8566194894502464
3,595353179061962	4,529318954906119
-4,391599910876443	8,171866517678119
3,365140602638371	3,1326733873669714
4,097422690736869	3,811987643504483
-4,7111256015077885	2,7510458896360523
-3,568537181774875	2,8117550382804812
-4,015157316627436	1,9426022162904664
-3,954205723441667	2,736064355152064
-4,287626219172992	2,5355214412081075
3,5235169473196364	4,309641420179566
-4,905993488511038	2,797933754203046
2,709697948125743	4,217909973000355
-4,77273414713786	7,501475913321276
4,013443130369743	3,657138053547395
-4,2847191681636785	6,8428542457525126
3,275289827441241	3,8755073104611286
-4,477807508473016	7,5907443483901265
-5,1830576250754845	7,356297259109102
-4,449663332896397	3,205616919340004
-4,5156302968213495	2,5906401723819514
3,1654674744981177	4,660935937596674
3,3928994248643036	3,0415199531184975
-4,420357511349191	7,124218166903181
-4,177713699337244	7,200808481870475
-4,133762159108937	3,4880315192678193
3,382822787136096	3,155235361856222
2,9235811374207117	3,7364384874701044
2,544076183930207	4,038771801029172
3,658953644133717	3,858713462110481
-3,7289477508389024	2,6054457221604035
-5,137770416144149	7,510212087437004
3,3728869751574737	3,05825984040964
-3,880903320810192	7,1786439941230284
3,7145749402537627	3,8840745043433094
3,9781918419590077	4,1916494607871035
3,1543744444447874	3,8856099936743442
3,622176861430212	3,1194269681388573
3,6012673514462823	4,695528480782933
-4,611224255618358	2,649114661499099
3,4569612888960277	2,965660245525433
-3,9819894905512534	7,087708846173859
-4,286154406316225	2,2813462943923284
3,498706342365904	4,697385438895265
3,941081521635709	3,6921126637964945
3,0176857385150155	4,210088409103494
3,7918240478616267	3,630497774887594
4,083759913251131	3,9727765311306626
3,1446701043137413	4,642400011134184
-3,8595526294095137	2,7219610288673177
3,3677842500753603	2,9402036821760222
3,1286738061998522	4,209145018021538
3,01746718361984	3,4639546553711895
-3,4877163763363956	7,748741338139744
3,3069571904852446	3,7343738366530443
2,7595873554754595	3,8467275759086212
-4,118098293715993	2,3506964610809784
3,512689671068498	3,769227284945026
3,387646835174214	3,900740995300475
2,6937248679556776	3,6723545880807467
-4,251133230584808	2,930244409280919
-4,262878986717991	2,924788658578112
3,4461413467229685	3,75987071177271
2,686986523147659	3,880790487652844
4,071465952386348	3,388032777360749
-3,7951215567849594	2,9894477858271102
-3,4433650289965083	2,870125495570535
3,4087212365515556	4,678614632041246
-3,7951767315622567	2,0872428830234484
-4,217933572844586	7,794367055826231
3,4814454910660286	3,27164459325863
-3,934588419957588	2,8132678910177478
4,2453682920343745	4,101550533251782
-4,831574498435109	2,8082418048259514
3,4854981230676394	4,24467356787297
-4,659444800619551	2,8669361821119175
3,4403512996334484	4,573436456364533
-4,198151349891994	6,895801678051149
2,8713272657117317	3,7761635328369363
-3,659613646922973	2,9134784535807565
-4,243607319420291	3,5085078535937915
3,433341058015704	3,6459396600992164
3,989380871316761	3,660693049780892
-5,119058194697798	7,373027504891016
3,8814681967987275	3,8654889197677424
-3,290415598052798	2,6124297238298677
2,9975607394302086	3,849270876485613
-4,200064703157237	7,246393040450895
3,0880993527182454	3,732117764552591
-4,965499673036421	7,3814229626712535
3,4680797299463433	3,3044729354628246
3,3138764709975845	3,829838134286339
2,828911577600568	3,9697185499822334
-3,648542603445064	7,473370103707916
-4,576515906156235	2,7561695051848267
3,3837271941391918	3,728696253252295
2,8654188996864542	3,916013209291594
3,5726869360162885	3,8317011783765977
-3,2904128080609576	2,677147792247896
-5,119353604258811	7,602406025833931
-4,5614829065744935	2,91223334020125
-4,990083770162911	7,801683963863187
3,099508658979504	3,469788591780744
-4,083739664997708	2,8597090173580737
-4,221502350926556	2,74387036873243
-4,248746154025401	2,2395230487425146
-3,9294745059261325	7,69862567434192
-4,222453915506258	7,817177050303681
3,231483208536491	4,6335685031017
4,1594095699200135	3,867918784682705
3,156640724785665	3,817093684137574
3,615605458672001	3,499764292384733
3,453650522068609	4,747941336987899
3,6311872386742188	4,143845116799928
-4,265380768716306	7,3288375967713035
-4,9896082946901235	2,5333501442091317
3,015556353897248	3,7883587954737794
2,8548401798102403	3,7552917678980036
-3,9070805220761162	7,707435316332534
-4,039686210208178	7,0309346749449695
-4,2576691496569	2,327772376425786
3,5629766426161953	3,855008008921395
-4,327077702722938	7,527245772392429
3,0814146248035383	4,1436736014000095
-4,063541258803866	3,420455011127393
4,095973969497203	3,8944105872550723
-5,009414628656718	7,822643150832286
3,632060097308621	3,4915738976113704
-3,93023858037434	7,515376993838845
2,661115691461492	3,773687227129784
-4,173363738989834	7,607084792401773
-4,050988538524584	6,91880756346551
-3,736478874004807	2,7372674399000374
3,7776124949250325	3,9115754079000533
3,245420002186206	4,10615049515966
3,6694789331768267	3,5607073792943176
3,5701466222421603	3,8408500123245304
3,709907877575752	3,364633074131369
-4,003856155186947	7,2931217667274995
4,086109640989959	3,9527969518803365
-3,5629015555224823	7,896936444851235
3,4522472847406127	3,2216503130166507
-3,5200601405383907	7,628667496673841
-4,928433861646134	7,724058382270552
-3,377629146750403	2,7685040912336856
2,9708409735136105	3,095877376536462
-4,055578236102678	3,101046358159221
3,894556220356784	4,006562946670684
3,9426460030164505	3,4373850823964656
-4,160792712553928	3,478423374966955
3,5616986951278595	3,470147837005589
3,6318287253971455	4,539772278846155
4,043923900924673	3,6018373725538884
3,6442633805038054	4,409117544088469
-4,074948002809733	2,2536649108026654
4,294605131202928	3,833914261104657
-4,307741783471342	7,700579598979559
-4,0983354250003075	3,0594127705706295
2,813937554981272	3,806013809064685
-4,553957322468085	7,324041160898875
3,4734029038085934	4,298532741884064
-3,8561631368026705	2,672650527864844
-3,6126845373048573	6,9303123788243415
3,6642474282552473	3,174590858973138
3,6096192202478043	3,6795007211129143
-3,9129329373122794	2,7260289258555908
3,9560658342526795	4,2564339171033705
-3,7993574829378995	2,624611015992422
-4,688363486822949	7,6170215955015665
-4,979401530886358	8,12960408638126
3,4072977562632523	3,4537560690646547
-4,038353413467741	7,626975890800288
3,1291861481253522	3,335704113404734
3,4711436429816254	3,012988228502138
3,3658303888500014	4,562848495289351
-5,11919365325639	2,436963226937081
-4,649930455239905	7,747973038196059
3,769412811978736	3,742505577513299
-4,717340476645967	3,36665018619251
4,072729529138006	3,594835529418893
-3,774374081847824	7,1558363374204434
3,523417771373029	4,019611522579669
3,6970057888797974	3,4948641375256297
-4,696361271084819	6,919086791210101
-4,112417446584152	7,606884373632258
3,4274443692765293	3,013474253649193
3,3907568721423917	3,817966231604282
-4,1621982368564066	2,582997382012255
3,879229908034655	3,827990026746584
4,112973785609109	4,519982967490768
-4,2634102558136995	7,091177244367959
-4,332338501844213	7,46272203663762
2,9382158494362	4,640579369173867
-4,317734955991893	7,4955248309672236
-4,792131065456463	7,570943260354422
3,810737786364729	3,60184980907517
4,204876364784493	3,882863987431607
-4,274726286185664	2,03792952539561
3,89926112776555	3,9468812770947705
-4,441066044435564	7,586875319053864
-4,587577152858319	7,178004691805185
3,275216036663291	4,538327425660232
-4,305495395674745	2,3368193060284472
3,02716117912084	3,2304439833043728
3,9183554412692376	3,8658392073677885
-4,358017438917328	2,5865016866536235
-3,719968577313624	2,748287757351263
-4,328382981820619	8,556021629547137
3,6005202249579455	4,470313602681292
4,009730921315114	3,6875716095660778
3,8072298506689424	3,9107942163436564
3,566331787301956	3,617391648946321
3,285857922363736	3,828789434338133
-4,893167373123913	2,6387794533984605
-3,9221135359540944	7,728807135867957
4,2222246103737175	3,44871520875451
3,8818445024762624	3,952886160424725
-4,0192915600262005	6,656395849005821
3,6672631500572273	3,807077534056884
-3,999796744610498	2,3075408309676
3,1407850084446203	4,002499040124689
3,178595561659618	4,128159368857749
-4,149667352941936	1,7785105749920371
3,47780462750529	3,760208686060179
3,782423384195449	3,743101895006249
3,9776128530686528	3,9264054310312337
-4,1874983164733335	8,21619108585216
3,2569279900992982	3,3755067416723135
3,1841414146949103	4,481410919990821
-4,70639659894211	7,534607096912925
-4,0365523958249545	7,594552054796399
-3,8138027661211504	2,265961657485776
3,598901698305258	3,196830180596894
3,526148692173312	4,038443877131798
-4,444346678107682	7,112671233293806
-4,116452300631951	7,105300485469409
-3,9590160775276857	2,8060851548665395
-4,681544636150628	7,719674123619533
-3,755553213038567	3,1604292525923925
3,741026293886378	3,79723768040896
-3,843561931851775	6,991232518972394
4,043430422360253	3,764067195258152
-3,7145863206651266	7,588746483183199
-4,992876025163146	2,77215492937793
-4,259992940608754	6,665341675350032
4,337365631453171	3,985779446367147
-4,116312393028627	2,9928221820182364
-4,260670974061999	3,4482173256417616
-3,6880551527378787	7,5614008855533354
2,758689118942743	3,840464433059602
3,3896183654520353	2,9889292900077598
3,459301801423251	3,2652192253173844
-4,457761497941434	1,9679921582550972
-4,32465177956445	2,2770372568280135
3,0868212372948323	4,140393447702762
-4,887711101920963	7,1063166802177475
-3,937510142695323	7,678886531034489
3,9717101442314435	3,891335078752951
3,0135582559763687	3,8650387231863754
-4,53826492629643	7,6444968276543355
-3,8812205518491574	7,60391026635305
3,5553855881660064	4,543860062217609
3,4823844509156814	3,238920371247784
3,7915185299310226	4,011382997624931
-4,248851865568441	3,0644057767700974
3,806298992922158	4,401505180400699
-3,8927266603945987	2,7078885986135663
-3,6535960569892074	2,844474167698448
-4,2946323673152795	7,630218700333224
-4,434700859292014	3,337904759893072
-4,301457512976162	7,371822976515523
3,229200520737794	3,835455895500053
2,9315561930737064	3,838728488174582
-3,938709556223754	7,989199741493259
-4,3747002762528755	6,639453749315525
3,36627344656502	3,093653588414364
-4,841789609917139	7,030913309240318
2,946092652122865	3,796536605536506
-3,522593217815575	7,606285462654363
-4,73015778369607	7,572275138268416
-4,252990121795554	2,243131309446153
3,3850357004033365	4,244882688841604
3,806641459267333	3,4974888006093683
4,1418421040636115	3,41004022074263
2,8917565136090184	3,3990621592752257
3,5181179474769735	3,253581872242999
3,3290836145483547	4,563295750377854
3,5003060905155685	3,7831808536318468
-4,209672314564565	7,960661694754167
-4,034277886954618	7,625991917517421
3,61957761571524	3,9132756752535
-4,325176828627843	1,7694361202925353
-4,255559099310366	2,534642681768972
4,142116366366304	4,023257973694095
3,4991609531858554	3,2657192876363967
3,4613622570953226	3,8978874482476185
3,5292213791690745	3,8761112093038537
3,4348298848244077	4,560105818734333
-4,509923617387967	7,6625638021284415
-3,9160198896896143	1,8418928495349398
-3,5407537852897146	7,458295439912828
3,6243784055244452	3,4629785032992144
-4,473381892878854	2,5824398080041764
-3,93398129036393	2,4283460809831974
3,349280293179839	3,8136637447993604
-4,149758338276151	2,986254375140583
-3,473143552125837	7,459681393655111
3,4017113430935404	4,089177229705517
-3,698199724690533	2,693303261840105
-3,5102104986415905	2,740225486091307
3,1872651083286265	3,6891342332928962
-4,277468341248609	6,694012121089791
3,058234789076669	4,127294275872076
-4,087138050033465	8,284505760713673
-4,225699738162385	8,023300578837663
2,8091992836055724	3,795466538426214
3,3992193098643733	4,535085162200667
-4,196428811963422	2,275744192675625
-4,2242520241960175	2,5229707854457457
-4,346058880662393	2,69539429964711
2,737246991893461	3,2036223228231044
3,9796489924511413	4,384764338370821
-4,201662427136319	3,6398604822891745
3,062770860093228	3,568736087781283
4,1402375902887	4,100257442340063
3,85062164529227	3,7810871056770123
3,6748340872509333	3,7069291031678837
2,7937378881343156	4,2804448546191844
3,1153570875671432	4,028765276636039
2,9323947656195104	4,205523030912397
3,441271225248959	4,479111045386883
3,030463616595374	3,868977199483828
-4,313209987063222	7,585360392591412
-3,6283672003733547	2,55767505629785
2,990764936628341	3,30336024643554
4,125590852676175	3,5510112314721503
-3,4674985008357893	2,9305574316033463
3,264175769466588	3,893758770708807
-4,186523145463564	1,7940195076516994
2,688232783746406	3,7930687311739075
4,318830001346436	4,172172560977157
-3,908639416341839	2,070761040761279
-4,289826122348924	2,9964831269060097
-3,9125878588748604	7,405124889749584
-3,917212952383091	7,9518460971512885
3,376447000674161	4,634827635092323
